0,5,10,15,30,45
4.520110297,12.909972831,26.667810994,17.011391984,36.046389695,27.721424277
3.85874853600001,11.468581944,35.403064178,28.541629823,29.194390936,28.182579001
4.329955915,18.607374607,27.117575895,22.900368811,26.710824274,33.092969585
3.79733750599999,14.749749024,24.863589543,22.038312652,27.039787683,26.579873493
3.51376073500001,21.210506739,27.624954465,20.118942229,35.528694192,27.213852342
3.61347989399999,15.394337401,33.325164787,17.791095653,32.65482023,34.271524052
1.99091727800001,18.084554989,31.19194833,16.728962704,29.395309332,28.967933092
1.97841628200001,23.280053468,31.444050445,21.184909122,30.864017575,21.217519709
2.35160378,13.137447313,30.168560587,19.586401898,30.304112554,27.5424244
2.52949811799999,18.278840524,28.61998868,15.404267554,26.911327924,23.918483597
1.27977031399999,18.581418973,24.151906635,15.058527158,30.436278244,26.093693997
2.986014383,24.936072996,29.425519224,18.177442882,24.602291505,27.653425892
2.537277149,17.283456755,33.641583661,20.331391981,31.637612568,27.423135077
2.08492491800001,22.524619407,34.570414651,23.17823647,29.374793592,28.555371851
1.69439415799999,15.876655298,25.962401949,24.490584707,33.874639839,26.655778496
2.90509808600001,13.103452732,32.725647767,20.521687227,28.161329765,31.82229141
1.639036449,13.267915888,23.480530655,17.745908356,38.624748173,34.214133255
4.55392742200002,14.183561233,30.565304175,20.604069157,27.780517414,32.435804795
2.05719122900001,17.28427556,31.800225946,25.781456096,30.60092594,26.059870498
4.37096477899999,20.05582378,17.53650063,31.253087391,26.585909014,20.510993557
2.48614319000001,,23.103971404,25.175793578,30.876572447,26.828335809
,,32.922504556,21.083469123,,
,,,21.995777193,,
,,,21.466809132,,
,,,22.862936358,,